id	parent_paper	child_paper
1111	967702	2126703
1112	968143	2879674
1113	968805	1023101
1114	970945	1786864
1115	970980	339094
1116	972555	2419577
1117	974112	1603037
1118	974348	1955375
1119	974362	351163
1120	974910	2832937
1121	974910	974910
1122	976287	2009641
1123	976364	2449303
1124	976489	2824896
1125	976489	1206449
1126	977220	2854658
1127	977801	608115
1128	977808	1085938
1129	977886	808668
1130	979015	2086572
1131	979015	2227199
1132	979326	1626331
1133	979326	1638444
1134	979558	1278300
1135	980488	361016
1136	981685	494465
1137	982650	146786
1138	982695	1185421
1139	982695	3482933
1140	982888	1737779
1141	984020	1182379
1142	984337	1529399
1143	986961	1902329
1144	988173	2084119
1145	988201	988201
1146	988799	880957
1147	988799	1347908
1148	988799	608115
1149	990144	1512317
1150	991863	1342937
1151	993244	2815399
1152	993733	1757066
1153	993876	2183422
1154	994166	2449303
1155	994166	2007391
1156	994390	301484
1157	994626	1185921
1158	994872	1313034
1159	996437	2901848
1160	997840	4198732
1161	997840	191403
1162	998299	2004046
1163	999742	290833
1164	1001212	2056845
1165	1002204	755836
1166	1003012	1065076
1167	1007669	568502
1168	1007782	2886986
1169	1008605	2088211
1170	1011454	2283082
1171	1012073	1701396
1172	1012455	1743629
1173	1012619	1721096
1174	1013555	32684
1175	1014567	1879526
1176	1014668	1955375
1177	1014889	1062861
1178	1015344	1656695
1179	1015487	2287879
1180	1015849	2880316
1181	1015849	1173104
1182	1016781	734861
1183	1018694	868677
1184	1018694	1465950
1185	1019756	159927
1186	1021578	3070174
1187	1021922	3388620
1188	1022651	1931992
1189	1023830	1629626
1190	1024420	1701431
1191	1024435	168770
1192	1024435	678132
1193	1024849	2897091
1194	1025946	479549
1195	1026983	1909693
1196	1027522	1880509
1197	1028327	2419577
1198	1028819	937967
1199	1028975	1472064
1200	1029177	1681424
1201	1029535	1747434
1202	1029600	173799
1203	1029906	421329
1204	1029906	1388767
1205	1031079	2486162
1206	1031446	1921342
1207	1035288	904180
1208	1036068	3564002
1209	1036452	1091069
1210	1036723	2119252
1211	1037033	173799
1212	1037163	1818799
1213	1040616	2793418
1214	1040792	3302867
1215	1043016	306227
1216	1045155	858620
1217	1045243	2922807
1218	1046017	1910982
1219	1047766	2310056
1220	1048588	1836226
1221	1049547	1345120
1222	1049946	1883886
1223	1051098	1983497
1224	1051834	1963978
1225	1052812	2910306
1226	1053418	1093348
1227	1053418	387246
1228	1057870	882113
1229	1058637	60601
1230	1059453	340383
1231	1060145	1987676
1232	1060353	578522
1233	1060779	1832874
1234	1060987	2163766
1235	1063939	2151347
1236	1064499	2865205
1237	1066444	1296575
1238	1066651	1955375
1239	1067889	2212483
1240	1068571	925103
1241	1068606	351163
1242	1068640	1015193
1243	1069812	1909750
1244	1069895	76994
1245	1070578	520196
1246	1070599	3070174
1247	1070606	1332988
1248	1072309	2419577
1249	1072970	1678410
1250	1073065	1097217
1251	1073348	1572787
1252	1074521	3395972
1253	1074649	838522
1254	1074970	2897076
1255	1075806	2477269
1256	1075806	2264475
1257	1075806	3068852
1258	1076134	2864852
1259	1076324	857649
1260	1076983	567500
1261	1077264	151292
1262	1077670	2821907
1263	1077936	1319464
1264	1078316	1629626
1265	1078948	49429
1266	1080256	2867318
1267	1081009	1093498
1268	1081546	2892131
1269	1081638	2815399
1270	1081638	1085539
1271	1081638	1301103
1272	1084460	1003146
1273	1087351	2436767
1274	1087499	347004
1275	1088323	204773
1276	1089998	3071438
1277	1089998	2836001
1278	1089998	1543893
1279	1090439	1643487
1280	1090726	2324961
1281	1091069	3354602
1282	1091708	1689460
1283	1091800	1435165
1284	1092051	1854905
1285	1092130	1147669
1286	1093348	387246
1287	1095625	917220
1288	1095864	3154218
1289	1096064	1205169
1290	1096102	5093994
1291	1096211	2819712
1292	1096547	1096547
1293	1096547	2183152
1294	1097074	245486
1295	1098554	998072
1296	1098554	1902064
1297	1101381	2007391
1298	1101979	1948850
1299	1102040	2289353
1300	1102791	1780896
1301	1102962	1102962
1302	1106730	3049444
1303	1106730	2452905
1304	1107013	1840737
1305	1108374	1988960
1306	1109439	564190
1307	1109916	2413714
1308	1113536	920111
1309	1114394	1988960
1310	1115274	779820
1311	1115337	936701
1312	1115640	49429
1313	1115640	522482
1314	1115771	1520903
1315	1115799	787004
1316	1116055	1553680
1317	1116459	2317159
1318	1117514	470235
1319	1119080	2038537
1320	1120014	2047006
1321	1120060	2152478
1322	1120579	2334161
1323	1120610	494465
1324	1123317	2347404
1325	1123422	604016
1326	1123881	679409
1327	1124139	457228
1328	1124162	1256310
1329	1125998	918219
1330	1126315	1278300
1331	1127233	1127233
1332	1127233	1315981
1333	1127248	1554934
1334	1127358	1751306
1335	1127860	348803
1336	1128721	2284851
1337	1129895	985371
1338	1130115	1830644
1339	1130914	812924
1340	1134770	2899160
1341	1135248	616644
1342	1135562	1065659
1343	1136908	429576
1344	1137674	1797946
1345	1138359	109681
1346	1138398	1366900
1347	1138691	2239167
1348	1139047	1025103
1349	1139655	2793740
1350	1139831	2903428
1351	1141970	1903167
1352	1142150	1704215
1353	1142479	1142479
1354	1143342	4433797
1355	1143585	3078207
1356	1143792	578522
1357	1143792	2851675
1358	1144027	760463
1359	1145819	2007340
1360	1148049	2859185
1361	1148465	1906018
1362	1151455	52937
1363	1151795	2383525
1364	1151795	849300
1365	1152116	1025103
1366	1152157	1303802
1367	1152804	538254
1368	1155430	1335698
1369	1156539	903408
1370	1157515	60601
1371	1159043	1159043
1372	1159043	2858784
1373	1161188	415253
1374	1164199	208476
1375	1164302	2383800
1376	1166462	3378290
1377	1166877	2011332
1378	1169687	384387
1379	1170056	3445778
1380	1170994	656733
1381	1171541	4447529
1382	1171931	1601510
1383	1172378	1742023
1384	1172378	2437623
1385	1173814	1494841
1386	1174687	1955375
1387	1175004	2274129
1388	1175052	249054
1389	1176803	884219
1390	1181704	1711308
1391	1182566	1887576
1392	1184094	2007017
1393	1185016	470235
1394	1187036	3546171
1395	1187367	1030751
1396	1188717	755836
1397	1190090	2449303
1398	1190141	646093
1399	1191229	727053
1400	1192866	2125226
1401	1194073	2328270
1402	1194517	398311
1403	1194764	2383778
1404	1196660	1348303
1405	1198300	325162
1406	1199152	1199152
1407	1199259	1199259
1408	1199638	965167
1409	1200020	1200020
1410	1204467	3234875
1411	1205161	2135553
1412	1205169	2878434
1413	1205631	1334676
1414	1205726	1584750
1415	1206449	2824896
1416	1210745	233533
1417	1212437	2124302
1418	1212581	821273
1419	1213522	1246202
1420	1215132	380722
1421	1218212	655507
1422	1219117	2419577
1423	1219117	683069
1424	1223076	465552
1425	1223171	2328134
1426	1224604	1829596
1427	1224604	2899877
1428	1227397	2854658
1429	1229432	256701
1430	1231208	2956849
1431	1231308	2367663
1432	1232113	1743629
1433	1232417	1232417
1434	1235384	2183422
1435	1236716	290833
1436	1236875	2419577
1437	1237227	2819712
1438	1245262	617326
1439	1246202	37959
1440	1247146	1871506
1441	1247347	3122520
1442	1247933	1571573
1443	1248253	1690331
1444	1251010	1387289
1445	1251216	3564002
1446	1251974	1236627
1447	1253167	2822727
1448	1253261	1648165
1449	1254009	894804
1450	1255762	755836
1451	1255911	1424648
1452	1259497	1742023
1453	1260282	150071
1454	1261141	1225613
1455	1261259	2295658
1456	1262669	1032777
1457	1262939	1711308
1458	1263256	4446685
1459	1265559	894672
1460	1265602	1109325
1461	1267040	2416983
1462	1267950	854643
1463	1268148	454838
1464	1269020	4460922
1465	1272240	214895
1466	1272747	1881244
1467	1274334	2416983
1468	1275048	1811665
1469	1275176	727053
1470	1278300	732408
1471	1278300	1584750
1472	1278300	979558
1473	1278300	1888379
1474	1280302	1066073
1475	1280406	1845451
1476	1281928	1831410
1477	1282663	26370
1478	1282699	1159043
1479	1282699	2858784
1480	1282878	409035
1481	1282878	1920925
1482	1283149	1674883
1483	1283546	851672
1484	1283692	1955375
1485	1285642	2878694
1486	1286778	3070174
1487	1287097	3068147
1488	1289914	2285256
1489	1290323	2085685
1490	1290323	253367
1491	1290983	50651
1492	1291509	1915867
1493	1293140	2449303
1494	1293351	4434360
1495	1293351	1334328
1496	1293689	915393
1497	1294380	471939
1498	1294505	2897076
1499	1294649	953742
1500	1294649	4198732
1501	1295085	1987742
1502	1296111	2810059
1503	1296405	1479264
1504	1296992	2215259
1505	1297084	1743688
1506	1299116	59809
1507	1299685	173799
1508	1300221	44674
1509	1301103	2815399
